package,version,found_by,containers
libsemanage-common,2.7-2build2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libsemanage1,2.7-2build2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libsensors4,1:3.4.0-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libsepol1,2.7-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libsmartcols1,2.31.1-0.4ubuntu3.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libsqlite3-0,3.22.0-1ubuntu0.4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libss2,1.44.1-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libssl1.1,1.1.1-1ubuntu2.1~18.04.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libstdc++6,8.4.0-1ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libsystemd0,237-3ubuntu10.44,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libtasn1-6,4.13-2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libtinfo5,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libudev1,237-3ubuntu10.44,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libunistring2,0.9.9-0ubuntu2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libuuid1,2.31.1-0.4ubuntu3.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libwayland-client0,1.16.0-1ubuntu1.1~18.04.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libwayland-server0,1.16.0-1ubuntu1.1~18.04.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libwind0-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libx11-6,2:1.6.4-3ubuntu0.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libx11-data,2:1.6.4-3ubuntu0.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libx11-dev,2:1.6.4-3ubuntu0.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libx11-doc,2:1.6.4-3ubuntu0.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libx11-xcb-dev,2:1.6.4-3ubuntu0.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libx11-xcb1,2:1.6.4-3ubuntu0.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxau-dev,1:1.0.8-1ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxau6,1:1.0.8-1ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-dri2-0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-dri2-0-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-dri3-0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-dri3-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-glx0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-glx0-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-present-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-present0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-randr0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-randr0-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-render0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-render0-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-shape0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-shape0-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-sync-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-sync1,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-xfixes0,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb-xfixes0-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb1,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxcb1-dev,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxdamage-dev,1:1.1.4-3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxdamage1,1:1.1.4-3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxdmcp-dev,1:1.1.2-3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxdmcp6,1:1.1.2-3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxext-dev,2:1.3.3-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxext6,2:1.3.3-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxfixes-dev,1:5.0.3-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxfixes3,1:5.0.3-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxshmfence-dev,1.3-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxshmfence1,1.3-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxxf86vm-dev,1:1.1.4-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libxxf86vm1,1:1.1.4-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
libzstd1,1.3.3+dfsg-2ubuntu1.1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
llvmlite,0.35.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
locket,0.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
login,1:4.5-1ubuntu2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
lsb-base,9.20170808ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
lxml,4.4.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
matplotlib,3.2.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
mawk,1.3.3-17ubuntu3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
mayavi,4.7.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
mccabe,0.6.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
mesa-common-dev,20.0.8-0ubuntu1~18.04.1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
mime-support,3.60ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
mistune,0.8.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
mkl-service,2.3.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
mock,4.0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
mount,2.31.1-0.4ubuntu3.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
msgpack,1.0.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
multiarch-support,2.27-3ubuntu1.4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
nbclient,0.5.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
nbconvert,6.0.7,python-package-cataloger,docker://brainlife/fsl:6.0.4
nbformat,5.1.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
ncurses-base,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
ncurses-bin,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
nest-asyncio,1.4.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
networkx,2.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
neurodebian-freeze,0.40.1~nd18.04+1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
nibabel,2.5.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
nidmfsl,2.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
nidmresults,2.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
notebook,6.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
numba,0.52.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
numexpr,2.7.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
numpy,1.13.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
numpy,1.18.5,python-package-cataloger,docker://brainlife/fsl:6.0.4
olefile,0.46,python-package-cataloger,docker://brainlife/fsl:6.0.4
openslide-python,1.1.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
openssl,1.1.1-1ubuntu2.1~18.04.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
packaging,20.9,python-package-cataloger,docker://brainlife/fsl:6.0.4
pandas,0.25.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
pandocfilters,1.4.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
paramiko,2.6.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
parso,0.7.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
partd,1.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
passwd,1:4.5-1ubuntu2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
pathlib2,2.3.5,python-package-cataloger,docker://brainlife/fsl:6.0.4
patsy,0.5.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
perl-base,5.26.1-6ubuntu0.5,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
pexpect,4.8.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
pickleshare,0.7.5,python-package-cataloger,docker://brainlife/fsl:6.0.4
pinentry-curses,1.1.0-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
pip,20.1.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
pip,20.2.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
plotly,4.14.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
procps,2:3.3.12-3ubuntu1.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
progressbar2,3.53.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
prometheus-client,0.9.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
prompt-toolkit,3.0.14,python-package-cataloger,docker://brainlife/fsl:6.0.4
prov,2.0.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
psutil,5.8.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
ptyprocess,0.7.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
publicsuffix,20180223.1310-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
pyOpenSSL,19.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyOpenSSL,20.0.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyasn1,0.4.8,python-package-cataloger,docker://brainlife/fsl:6.0.4
pycodestyle,2.5.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
pycosat,0.6.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
pycparser,2.20,python-package-cataloger,docker://brainlife/fsl:6.0.4
pycparser,2.20,python-package-cataloger,docker://brainlife/fsl:6.0.4
pydicom,2.1.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyface,7.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyflakes,2.1.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
pylint,2.4.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyparsing,2.4.6,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyrsistent,0.17.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
python,2.7.15~rc1-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
python-dateutil,2.8.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
python-minimal,2.7.15~rc1-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
python-numpy,1:1.13.3-2ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
python-utils,2.5.5,python-package-cataloger,docker://brainlife/fsl:6.0.4
python2.7,2.7.17-1~18.04ubuntu1.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
python2.7-minimal,2.7.17-1~18.04ubuntu1.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
pytz,2021.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
pyzmq,22.0.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
qtconsole,5.0.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
rdflib,5.0.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
rdflib-jsonld,0.5.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
readline-common,7.0-3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
requests,2.24.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
requests,2.25.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
retrying,1.3.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
rsa,3.4.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
ruamel_yaml,0.15.87,python-package-cataloger,docker://brainlife/fsl:6.0.4
s3transfer,0.3.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
scikit-image,0.16.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
scikit-learn,0.22.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
scipy,1.4.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
seaborn,0.9.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
sed,4.4-2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
sensible-utils,0.0.12,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
setuptools,49.6.0.post20210108,python-package-cataloger,docker://brainlife/fsl:6.0.4
setuptools,50.3.1.post20201107,python-package-cataloger,docker://brainlife/fsl:6.0.4
six,1.14.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
six,1.15.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
snowballstemmer,2.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
sortedcontainers,2.3.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
soupsieve,2.0.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinx-rtd-theme,0.5.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinxcontrib-applehelp,1.0.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinxcontrib-devhelp,1.0.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinxcontrib-htmlhelp,1.0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinxcontrib-jsmath,1.0.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinxcontrib-qthelp,1.0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
sphinxcontrib-serializinghtml,1.1.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
statsmodels,0.12.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
sysvinit-utils,2.88dsf-59.10ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
tables,3.6.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
tar,1.29b-2ubuntu0.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
tblib,1.6.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
terminado,0.9.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
testpath,0.4.4,python-package-cataloger,docker://brainlife/fsl:6.0.4
threadpoolctl,2.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
tifffile,2021.2.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
tirl,2.1.3b1,python-package-cataloger,docker://brainlife/fsl:6.0.4
toolz,0.11.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
tornado,6.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
tqdm,4.51.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
traitlets,5.0.5,python-package-cataloger,docker://brainlife/fsl:6.0.4
traits,6.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
traitsui,7.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
trimesh,3.9.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
typed-ast,1.4.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
typing-extensions,3.7.4.3,python-package-cataloger,docker://brainlife/fsl:6.0.4
ubuntu-keyring,2018.09.18.1~18.04.0,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
urllib3,1.25.11,python-package-cataloger,docker://brainlife/fsl:6.0.4
urllib3,1.25.11,python-package-cataloger,docker://brainlife/fsl:6.0.4
util-linux,2.31.1-0.4ubuntu3.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
vtk,8.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
wcwidth,0.2.5,python-package-cataloger,docker://brainlife/fsl:6.0.4
webencodings,0.5.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
wget,1.19.4-1ubuntu2.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
wheel,0.35.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
wheel,0.36.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
widgetsnbextension,3.5.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
wire,1.0.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
wrapt,1.12.1,python-package-cataloger,docker://brainlife/fsl:6.0.4
wsgiref,0.1.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
wxPython,4.0.7.post2,python-package-cataloger,docker://brainlife/fsl:6.0.4
wxnatpy,0.3.2,python-package-cataloger,docker://brainlife/fsl:6.0.4
x11proto-core-dev,2018.4-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
x11proto-damage-dev,1:2018.4-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
x11proto-dev,2018.4-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
x11proto-fixes-dev,1:2018.4-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
x11proto-xext-dev,2018.4-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
x11proto-xf86vidmode-dev,2018.4-4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
xnat,0.3.25,python-package-cataloger,docker://brainlife/fsl:6.0.4
xorg-sgml-doctools,1:1.11-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
xtrans-dev,1.3.5-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
xz-utils,5.2.2-1.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
zict,2.0.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
zipp,3.4.0,python-package-cataloger,docker://brainlife/fsl:6.0.4
zlib1g,1:1.2.11.dfsg-0ubuntu2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4
fsl,6.0.4:ddd0a010,brad-code,docker://brainlife/fsl:6.0.4
@jupyter-widgets/jupyterlab-manager,3.0.0,javascript-package-cataloger,docker://brainlife/fsl:6.0.4-patched
@jupyter-widgets/jupyterlab-manager,3.0.0,javascript-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Babel,2.9.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
HeapDict,1.0.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Jinja2,2.10,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
MarkupSafe,1.1.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Pillow,7.0.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyLD,2.0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyNaCl,1.4.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyOpenGL,3.1.5,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyPDF2,1.26.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyQt5,5.12.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyQt5_sip,4.19.18,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyQtChart,5.12,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyQtWebEngine,5.12.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PySocks,1.7.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PySocks,1.7.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyWavelets,1.1.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
PyYAML,5.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Pygments,2.7.4,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Pypubsub,4.0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
QtPy,1.9.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Rtree,0.9.7,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Send2Trash,1.5.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
Sphinx,3.4.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
adduser,3.116ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
alabaster,0.7.12,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
apptools,5.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
apt,1.6.12ubuntu0.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
argon2-cffi,20.1.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
argparse,1.2.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
astroid,2.3.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
async-generator,1.10,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
attrdict,2.0.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
attrs,20.3.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
awscli,1.17.9,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
backcall,0.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
backports.functools-lru-cache,1.6.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
base-files,10.1ubuntu2.10,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
base-passwd,3.5.44,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
bash,4.4.18-2ubuntu1.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
bash_kernel,0.7.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
bc,1.07.1-2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
bcrypt,3.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
beautifulsoup4,4.9.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
bleach,3.3.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
bokeh,2.1.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
botocore,1.14.9,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
brotlipy,0.7.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
brotlipy,0.7.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
bsdutils,1:2.31.1-0.4ubuntu3.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
bz2file,0.98,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
bzip2,1.0.6-8.1ubuntu0.2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
ca-certificates,20210119~18.04.1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
cached-property,1.5.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cachetools,4.2.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
certifi,2020.12.5,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
certifi,2020.6.20,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cffi,1.14.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cffi,1.14.4,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
chardet,3.0.4,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
chardet,4.0.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
click,7.1.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cloudpickle,1.6.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
colorama,0.4.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
conda,4.9.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
conda-package-handling,1.7.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
configobj,5.0.6,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
coreutils,8.28-1ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
cryptography,3.2.1,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cryptography,3.4.4,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cycler,0.10.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
cytoolz,0.11.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
dash,0.5.8-2.10,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
dask,2021.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
debconf,1.5.66ubuntu1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
debianutils,4.8.4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
decorator,4.4.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
defusedxml,0.6.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
diffutils,1:3.6-1,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
dill,0.3.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
dirmngr,2.2.4-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
distributed,2021.2.0,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
docopt,0.6.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
docutils,0.15.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
dpkg,1.19.0.5ubuntu2.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
e2fsprogs,1.44.1-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
eatmydata,105-6,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
eddy-qc,1.0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
entrypoints,0.3,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
envisage,4.9.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
fdisk,2.31.1-0.4ubuntu3.7,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
file,1:5.32-2ubuntu0.4,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
findutils,4.6.0+git+20170828-2,dpkgdb-cataloger,docker://brainlife/fsl:6.0.4-patched
flake8,3.7.9,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
fmrib-unpack,2.3.2,python-package-cataloger,docker://brainlife/fsl:6.0.4-patched
