package,version,found_by,containers
python-dateutil,2.8.1,python-package-cataloger,docker://brainlife/amico:1.1
pytz,2019.3,python-package-cataloger,docker://brainlife/amico:1.1
readline-common,7.0-3,dpkgdb-cataloger,docker://brainlife/amico:1.1
requests,2.22.0,python-package-cataloger,docker://brainlife/amico:1.1
ruamel_yaml,0.15.46,python-package-cataloger,docker://brainlife/amico:1.1
scikit-learn,0.20.3,python-package-cataloger,docker://brainlife/amico:1.1
scipy,1.2.1,python-package-cataloger,docker://brainlife/amico:1.1
sed,4.4-2,dpkgdb-cataloger,docker://brainlife/amico:1.1
sensible-utils,0.0.12,dpkgdb-cataloger,docker://brainlife/amico:1.1
setuptools,41.4.0,python-package-cataloger,docker://brainlife/amico:1.1
singledispatch,3.4.0.3,python-package-cataloger,docker://brainlife/amico:1.1
six,1.12.0,python-package-cataloger,docker://brainlife/amico:1.1
spams,2.6.1,python-package-cataloger,docker://brainlife/amico:1.1
subprocess32,3.5.4,python-package-cataloger,docker://brainlife/amico:1.1
sysvinit-utils,2.88dsf-59.10ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.1
tables,3.5.2,python-package-cataloger,docker://brainlife/amico:1.1
tar,1.29b-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.1
tornado,5.1.1,python-package-cataloger,docker://brainlife/amico:1.1
tqdm,4.36.1,python-package-cataloger,docker://brainlife/amico:1.1
traceback2,1.4.0,python-package-cataloger,docker://brainlife/amico:1.1
ubuntu-keyring,2018.09.18.1~18.04.0,dpkgdb-cataloger,docker://brainlife/amico:1.1
unittest2,1.1.0,python-package-cataloger,docker://brainlife/amico:1.1
urllib3,1.24.2,python-package-cataloger,docker://brainlife/amico:1.1
util-linux,2.31.1-0.4ubuntu3.3,dpkgdb-cataloger,docker://brainlife/amico:1.1
vim,2:8.0.1453-1ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.1
vim-common,2:8.0.1453-1ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.1
vim-runtime,2:8.0.1453-1ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.1
wget,1.19.4-1ubuntu2.2,dpkgdb-cataloger,docker://brainlife/amico:1.1
wheel,0.33.6,python-package-cataloger,docker://brainlife/amico:1.1
wsgiref,0.1.2,python-package-cataloger,docker://brainlife/amico:1.1
xauth,1:1.0.10-1,dpkgdb-cataloger,docker://brainlife/amico:1.1
xxd,2:8.0.1453-1ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.1
xz-utils,5.2.2-1.3,dpkgdb-cataloger,docker://brainlife/amico:1.1
zlib1g,1:1.2.11.dfsg-0ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:1.1
PySocks,1.7.1,python-package-cataloger,docker://brainlife/amico:1.2
adduser,3.116ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
amico,1.2.2,python-package-cataloger,docker://brainlife/amico:1.2
apt,1.6.12,dpkgdb-cataloger,docker://brainlife/amico:1.2
asn1crypto,1.2.0,python-package-cataloger,docker://brainlife/amico:1.2
backports-abc,0.5,python-package-cataloger,docker://brainlife/amico:1.2
backports.functools-lru-cache,1.6.1,python-package-cataloger,docker://brainlife/amico:1.2
base-files,10.1ubuntu2.8,dpkgdb-cataloger,docker://brainlife/amico:1.2
base-passwd,3.5.44,dpkgdb-cataloger,docker://brainlife/amico:1.2
bash,4.4.18-2ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
bsdutils,1:2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
bz2file,0.98,python-package-cataloger,docker://brainlife/amico:1.2
bzip2,1.0.6-8.1ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
ca-certificates,20180409,dpkgdb-cataloger,docker://brainlife/amico:1.2
certifi,2019.11.28,python-package-cataloger,docker://brainlife/amico:1.2
certifi,2019.9.11,python-package-cataloger,docker://brainlife/amico:1.2
cffi,1.13.0,python-package-cataloger,docker://brainlife/amico:1.2
chardet,3.0.4,python-package-cataloger,docker://brainlife/amico:1.2
conda,4.7.12,python-package-cataloger,docker://brainlife/amico:1.2
conda,4.8.3,python-package-cataloger,docker://brainlife/amico:1.2
conda-package-handling,1.6.0,python-package-cataloger,docker://brainlife/amico:1.2
coreutils,8.28-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
cryptography,2.8,python-package-cataloger,docker://brainlife/amico:1.2
cvxopt,1.2.4,python-package-cataloger,docker://brainlife/amico:1.2
cycler,0.10.0,python-package-cataloger,docker://brainlife/amico:1.2
dash,0.5.8-2.10,dpkgdb-cataloger,docker://brainlife/amico:1.2
debconf,1.5.66ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
debianutils,4.8.4,dpkgdb-cataloger,docker://brainlife/amico:1.2
diffutils,1:3.6-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
dipy,0.16.0,python-package-cataloger,docker://brainlife/amico:1.2
dpkg,1.19.0.5ubuntu2.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
e2fsprogs,1.44.1-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
enum34,1.1.6,python-package-cataloger,docker://brainlife/amico:1.2
fdisk,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
file,1:5.32-2ubuntu0.4,dpkgdb-cataloger,docker://brainlife/amico:1.2
findutils,4.6.0+git+20170828-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
funcsigs,1.0.2,python-package-cataloger,docker://brainlife/amico:1.2
functools32,3.2.3.post2,python-package-cataloger,docker://brainlife/amico:1.2
future,0.18.2,python-package-cataloger,docker://brainlife/amico:1.2
futures,3.3.0,python-package-cataloger,docker://brainlife/amico:1.2
gcc-8-base,8.3.0-26ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
git,1:2.17.1-1ubuntu0.7,dpkgdb-cataloger,docker://brainlife/amico:1.2
git-man,1:2.17.1-1ubuntu0.7,dpkgdb-cataloger,docker://brainlife/amico:1.2
gpgv,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
grep,3.1-2build1,dpkgdb-cataloger,docker://brainlife/amico:1.2
gzip,1.6-5ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
h5py,2.10.0,python-package-cataloger,docker://brainlife/amico:1.2
hostname,3.20,dpkgdb-cataloger,docker://brainlife/amico:1.2
idna,2.8,python-package-cataloger,docker://brainlife/amico:1.2
init-system-helpers,1.51,dpkgdb-cataloger,docker://brainlife/amico:1.2
ipaddress,1.0.23,python-package-cataloger,docker://brainlife/amico:1.2
jq,1.5+dfsg-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
kiwisolver,1.1.0,python-package-cataloger,docker://brainlife/amico:1.2
krb5-locales,1.16-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
less,487-0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libacl1,2.2.52-3build1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libapt-pkg5.0,1.6.12,dpkgdb-cataloger,docker://brainlife/amico:1.2
libasn1-8-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libattr1,1:2.4.47-2build1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libaudit-common,1:2.8.2-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libaudit1,1:2.8.2-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libblkid1,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libbsd0,0.8.7-1ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libbz2-1.0,1.0.6-8.1ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libc-bin,2.27-3ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libc6,2.27-3ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libcap-ng0,0.7.7-3.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libcom-err2,1.44.1-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libcurl3-gnutls,7.58.0-2ubuntu3.8,dpkgdb-cataloger,docker://brainlife/amico:1.2
libdb5.3,5.3.28-13.1ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libdebconfclient0,0.213ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libedit2,3.1-20170329-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
liberror-perl,0.17025-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libexpat1,2.2.5-3ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libext2fs2,1.44.1-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libfdisk1,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libffi6,3.2.1-8,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgcc1,1:8.3.0-26ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgcrypt20,1.8.1-4ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgdbm-compat4,1.14.1-6,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgdbm5,1.14.1-6,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgmp10,2:6.1.2+dfsg-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgnutls30,3.5.18-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgpg-error0,1.27-6,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgpm2,1.20.7-5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgssapi-krb5-2,1.16-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libgssapi3-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libhcrypto4-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libheimbase1-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libheimntlm0-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libhogweed4,3.4-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libhx509-5-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libidn2-0,2.0.4-1.1ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libjq1,1.5+dfsg-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libk5crypto3,1.16-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libkeyutils1,1.5.9-9.2ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libkrb5-26-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libkrb5-3,1.16-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libkrb5support0,1.16-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libldap-2.4-2,2.4.45+dfsg-1ubuntu1.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libldap-common,2.4.45+dfsg-1ubuntu1.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
liblz4-1,0.0~r131-2ubuntu3,dpkgdb-cataloger,docker://brainlife/amico:1.2
liblzma5,5.2.2-1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libmagic-mgc,1:5.32-2ubuntu0.4,dpkgdb-cataloger,docker://brainlife/amico:1.2
libmagic1,1:5.32-2ubuntu0.4,dpkgdb-cataloger,docker://brainlife/amico:1.2
libmount1,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libmpdec2,2.4.2-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libncurses5,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
libncursesw5,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
libnettle6,3.4-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libnghttp2-14,1.30.0-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libonig4,6.7.0-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libp11-kit0,0.23.9-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpam-modules,1.1.8-3.6ubuntu2.18.04.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpam-modules-bin,1.1.8-3.6ubuntu2.18.04.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpam-runtime,1.1.8-3.6ubuntu2.18.04.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpam0g,1.1.8-3.6ubuntu2.18.04.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpcre3,2:8.39-9,dpkgdb-cataloger,docker://brainlife/amico:1.2
libperl5.26,5.26.1-6ubuntu0.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libprocps6,2:3.3.12-3ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpsl5,0.19.1-5build1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpython3.6,3.6.9-1~18.04ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpython3.6-minimal,3.6.9-1~18.04ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libpython3.6-stdlib,3.6.9-1~18.04ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libreadline7,7.0-3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libroken18-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
librtmp1,2.4+20151223.gitfa8646d.1-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsasl2-2,2.1.27~101-g0780600+dfsg-3ubuntu2.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsasl2-modules,2.1.27~101-g0780600+dfsg-3ubuntu2.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsasl2-modules-db,2.1.27~101-g0780600+dfsg-3ubuntu2.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libseccomp2,2.4.1-0ubuntu0.18.04.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libselinux1,2.7-2build2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsemanage-common,2.7-2build2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsemanage1,2.7-2build2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsepol1,2.7-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsmartcols1,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsqlite3-0,3.22.0-1ubuntu0.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libss2,1.44.1-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libssl1.0.0,1.0.2n-1ubuntu5.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libssl1.1,1.1.1-1ubuntu2.1~18.04.6,dpkgdb-cataloger,docker://brainlife/amico:1.2
libstdc++6,8.3.0-26ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
libsystemd0,237-3ubuntu10.39,dpkgdb-cataloger,docker://brainlife/amico:1.2
libtasn1-6,4.13-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libtinfo5,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
libudev1,237-3ubuntu10.39,dpkgdb-cataloger,docker://brainlife/amico:1.2
libunistring2,0.9.9-0ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libuuid1,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
libwind0-heimdal,7.5.0+dfsg-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libx11-6,2:1.6.4-3ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libx11-data,2:1.6.4-3ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libxau6,1:1.0.8-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libxcb1,1.13-2~ubuntu18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
libxdmcp6,1:1.1.2-3,dpkgdb-cataloger,docker://brainlife/amico:1.2
libxext6,2:1.3.3-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
libxmuu1,2:1.1.2-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
libzstd1,1.3.3+dfsg-2ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
linecache2,1.0.0,python-package-cataloger,docker://brainlife/amico:1.2
login,1:4.5-1ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:1.2
lsb-base,9.20170808ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
matplotlib,2.2.3,python-package-cataloger,docker://brainlife/amico:1.2
mawk,1.3.3-17ubuntu3,dpkgdb-cataloger,docker://brainlife/amico:1.2
mime-support,3.60ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
mock,3.0.5,python-package-cataloger,docker://brainlife/amico:1.2
mount,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
multiarch-support,2.27-3ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
ncurses-base,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
ncurses-bin,6.1-1ubuntu1.18.04,dpkgdb-cataloger,docker://brainlife/amico:1.2
netbase,5.4,dpkgdb-cataloger,docker://brainlife/amico:1.2
nibabel,2.5.1,python-package-cataloger,docker://brainlife/amico:1.2
numexpr,2.7.1,python-package-cataloger,docker://brainlife/amico:1.2
numpy,1.16.5,python-package-cataloger,docker://brainlife/amico:1.2
openssh-client,1:7.6p1-4ubuntu0.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
openssl,1.1.1-1ubuntu2.1~18.04.6,dpkgdb-cataloger,docker://brainlife/amico:1.2
passwd,1:4.5-1ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:1.2
patch,2.7.6-2ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
perl,5.26.1-6ubuntu0.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
perl-base,5.26.1-6ubuntu0.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
perl-modules-5.26,5.26.1-6ubuntu0.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
pip,19.3.1,python-package-cataloger,docker://brainlife/amico:1.2
procps,2:3.3.12-3ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
publicsuffix,20180223.1310-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
pyOpenSSL,19.0.0,python-package-cataloger,docker://brainlife/amico:1.2
pycosat,0.6.3,python-package-cataloger,docker://brainlife/amico:1.2
pycparser,2.19,python-package-cataloger,docker://brainlife/amico:1.2
pydicom,1.4.2,python-package-cataloger,docker://brainlife/amico:1.2
pyparsing,2.4.7,python-package-cataloger,docker://brainlife/amico:1.2
python-dateutil,2.8.1,python-package-cataloger,docker://brainlife/amico:1.2
pytz,2020.1,python-package-cataloger,docker://brainlife/amico:1.2
readline-common,7.0-3,dpkgdb-cataloger,docker://brainlife/amico:1.2
requests,2.22.0,python-package-cataloger,docker://brainlife/amico:1.2
ruamel_yaml,0.15.46,python-package-cataloger,docker://brainlife/amico:1.2
scikit-learn,0.20.3,python-package-cataloger,docker://brainlife/amico:1.2
scipy,1.2.1,python-package-cataloger,docker://brainlife/amico:1.2
sed,4.4-2,dpkgdb-cataloger,docker://brainlife/amico:1.2
sensible-utils,0.0.12,dpkgdb-cataloger,docker://brainlife/amico:1.2
setuptools,41.4.0,python-package-cataloger,docker://brainlife/amico:1.2
singledispatch,3.4.0.3,python-package-cataloger,docker://brainlife/amico:1.2
six,1.12.0,python-package-cataloger,docker://brainlife/amico:1.2
spams,2.6.1,python-package-cataloger,docker://brainlife/amico:1.2
subprocess32,3.5.4,python-package-cataloger,docker://brainlife/amico:1.2
sysvinit-utils,2.88dsf-59.10ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:1.2
tables,3.5.2,python-package-cataloger,docker://brainlife/amico:1.2
tar,1.29b-2ubuntu0.1,dpkgdb-cataloger,docker://brainlife/amico:1.2
tornado,5.1.1,python-package-cataloger,docker://brainlife/amico:1.2
tqdm,4.36.1,python-package-cataloger,docker://brainlife/amico:1.2
traceback2,1.4.0,python-package-cataloger,docker://brainlife/amico:1.2
ubuntu-keyring,2018.09.18.1~18.04.0,dpkgdb-cataloger,docker://brainlife/amico:1.2
unittest2,1.1.0,python-package-cataloger,docker://brainlife/amico:1.2
urllib3,1.24.2,python-package-cataloger,docker://brainlife/amico:1.2
util-linux,2.31.1-0.4ubuntu3.5,dpkgdb-cataloger,docker://brainlife/amico:1.2
vim,2:8.0.1453-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
vim-common,2:8.0.1453-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
vim-runtime,2:8.0.1453-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
wget,1.19.4-1ubuntu2.2,dpkgdb-cataloger,docker://brainlife/amico:1.2
wheel,0.33.6,python-package-cataloger,docker://brainlife/amico:1.2
wsgiref,0.1.2,python-package-cataloger,docker://brainlife/amico:1.2
xauth,1:1.0.10-1,dpkgdb-cataloger,docker://brainlife/amico:1.2
xxd,2:8.0.1453-1ubuntu1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
xz-utils,5.2.2-1.3,dpkgdb-cataloger,docker://brainlife/amico:1.2
zlib1g,1:1.2.11.dfsg-0ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:1.2
PyGObject,3.26.1,python-package-cataloger,docker://brainlife/amico:2.1b
SecretStorage,2.3.1,python-package-cataloger,docker://brainlife/amico:2.1b
adduser,3.116ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
amico,1.2.2,python-package-cataloger,docker://brainlife/amico:2.1b
apt,1.6.12,dpkgdb-cataloger,docker://brainlife/amico:2.1b
asn1crypto,0.24.0,python-package-cataloger,docker://brainlife/amico:2.1b
autotools-dev,20180224.1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
base-files,10.1ubuntu2.7,dpkgdb-cataloger,docker://brainlife/amico:2.1b
base-passwd,3.5.44,dpkgdb-cataloger,docker://brainlife/amico:2.1b
bash,4.4.18-2ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
binutils,2.30-21ubuntu1~18.04.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
binutils-common,2.30-21ubuntu1~18.04.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
binutils-x86-64-linux-gnu,2.30-21ubuntu1~18.04.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
bsdutils,1:2.31.1-0.4ubuntu3.4,dpkgdb-cataloger,docker://brainlife/amico:2.1b
build-essential,12.4ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
bzip2,1.0.6-8.1ubuntu0.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
ca-certificates,20180409,dpkgdb-cataloger,docker://brainlife/amico:2.1b
coreutils,8.28-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
cpp,4:7.4.0-1ubuntu2.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
cpp-7,7.5.0-3ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:2.1b
cryptography,2.1.4,python-package-cataloger,docker://brainlife/amico:2.1b
dash,0.5.8-2.10,dpkgdb-cataloger,docker://brainlife/amico:2.1b
dbus,1.12.2-1ubuntu1.1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
debconf,1.5.66ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
debianutils,4.8.4,dpkgdb-cataloger,docker://brainlife/amico:2.1b
default-libmysqlclient-dev,1.0.4,dpkgdb-cataloger,docker://brainlife/amico:2.1b
dh-python,3.20180325ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
diffutils,1:3.6-1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
dipy,1.1.1,python-package-cataloger,docker://brainlife/amico:2.1b
dirmngr,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
dpkg,1.19.0.5ubuntu2.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
dpkg-dev,1.19.0.5ubuntu2.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
e2fsprogs,1.44.1-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
fakeroot,1.22-2ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
fdisk,2.31.1-0.4ubuntu3.4,dpkgdb-cataloger,docker://brainlife/amico:2.1b
file,1:5.32-2ubuntu0.4,dpkgdb-cataloger,docker://brainlife/amico:2.1b
findutils,4.6.0+git+20170828-2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
fontconfig-config,2.12.6-0ubuntu2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
fonts-dejavu-core,2.37-1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
g++,4:7.4.0-1ubuntu2.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
g++-7,7.5.0-3ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gcc,4:7.4.0-1ubuntu2.3,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gcc-7,7.5.0-3ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gcc-7-base,7.5.0-3ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gcc-8-base,8.3.0-6ubuntu1~18.04.1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gcc-8-base,8.4.0-1ubuntu1~18.04,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gdal-data,2.2.3+dfsg-2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gir1.2-glib-2.0,1.56.1-1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gir1.2-harfbuzz-0.0,1.7.2-1ubuntu1,dpkgdb-cataloger,docker://brainlife/amico:2.1b
git,1:2.17.1-1ubuntu0.7,dpkgdb-cataloger,docker://brainlife/amico:2.1b
git-man,1:2.17.1-1ubuntu0.7,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gnupg,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gnupg-l10n,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gnupg-utils,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpg,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpg-agent,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpg-wks-client,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpg-wks-server,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpgconf,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpgsm,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
gpgv,2.2.4-1ubuntu1.2,dpkgdb-cataloger,docker://brainlife/amico:2.1b
